term,E,P,A,E2,P2,A2
laud,1.11,1.00,0.99,1.11,1.00,0.99
laugh_at,-0.56,0.85,1.99,-0.56,0.85,1.99
laugh_with,3.23,2.41,2.50,3.23,2.41,2.50
lay_off_from_a_job,-1.93,2.03,0.39,-1.93,2.03,0.39
lead,2.05,2.62,0.57,2.05,2.62,0.57
leave,-1.79,1.79,-0.11,-1.79,1.79,-0.11
lecture,0.03,1.28,0.89,0.03,1.28,0.89
leer_at,-1.28,0.18,-0.45,-1.28,0.18,-0.45
lend_money_to,1.69,1.77,-0.10,1.69,1.77,-0.10
liberate,2.87,2.80,0.98,2.87,2.80,0.98
lie_to,-2.54,0.76,-0.19,-2.54,0.76,-0.19
lift,1.66,2.44,1.29,1.66,2.44,1.29
like,2.47,1.91,0.76,2.47,1.91,0.76
listen_to,2.86,2.13,-1.71,2.86,2.13,-1.71
loathe,-2.38,0.25,-0.11,-2.38,0.25,-0.11
look_at,0.77,0.57,-0.22,0.77,0.57,-0.22
love,3.29,3.13,0.76,3.29,3.13,0.76
lure,-0.98,1.77,-0.64,-0.98,1.77,-0.64
lust_for,-0.08,1.34,0.62,-0.08,1.34,0.62
make_fun_of,-3.00,0.56,1.89,-3.00,0.56,1.89
make_love_to,3.20,2.95,0.96,3.20,2.95,0.96
malign,-1.76,0.65,0.39,-1.76,0.65,0.39
manipulate,-2.64,1.70,0.64,-2.64,1.70,0.64
marry,2.38,2.18,0.32,2.38,2.18,0.32
massage,2.31,0.90,-1.55,2.31,0.90,-1.55
medicate,1.49,2.12,-0.41,1.49,2.12,-0.41
menace,-2.43,1.12,0.99,-2.43,1.12,0.99
mimic,-1.00,-0.42,0.99,-1.00,-0.42,0.99
misinform,-2.38,0.92,0.34,-2.38,0.92,0.34
misjudge,-2.30,0.40,0.43,-2.30,0.40,0.43
mislead,-2.36,0.85,0.15,-2.36,0.85,0.15
miss,-0.07,1.08,-1.43,-0.07,1.08,-1.43
misunderstand,-1.66,-0.45,-0.15,-1.66,-0.45,-0.15
mock,-2.47,0.16,1.85,-2.47,0.16,1.85
molest,-4.04,1.07,0.67,-4.04,1.07,0.67
monitor,-0.18,1.58,-1.28,-0.18,1.58,-1.28
mortify,-2.62,1.34,1.05,-2.62,1.34,1.05
mother,2.87,2.95,0.40,2.87,2.95,0.40
mouth_off_to,-2.00,0.61,2.18,-2.00,0.61,2.18
mug,-3.31,1.17,1.53,-3.31,1.17,1.53
mumble_to,-0.94,-1.72,-2.04,-0.94,-1.72,-2.04
murder,-4.15,2.41,1.03,-4.15,2.41,1.03
murmur_to,-0.23,-0.79,-2.22,-0.23,-0.79,-2.22
nag,-2.02,-0.43,2.08,-2.02,-0.43,2.08
need,0.68,0.19,0.03,0.68,0.19,0.03
needle,-1.57,0.27,0.19,-1.57,0.27,0.19
neglect,-3.26,0.86,-1.18,-3.26,0.86,-1.18
negotiate_with,2.15,2.31,1.11,2.15,2.31,1.11
notice,2.11,1.55,0.13,2.11,1.55,0.13
nudge,0.04,0.05,0.24,0.04,0.05,0.24
nuzzle,1.45,0.19,-1.09,1.45,0.19,-1.09
obey,0.91,-0.25,-1.05,0.91,-0.25,-1.05
observe,0.61,0.57,-1.45,0.61,0.57,-1.45
obstruct,-1.63,1.44,1.01,-1.63,1.44,1.01
offend,-2.40,0.87,1.26,-2.40,0.87,1.26
ogle,-0.85,-0.28,-0.07,-0.85,-0.28,-0.07
oppose,-0.11,1.60,1.23,-0.11,1.60,1.23
oppress,-3.34,1.81,0.16,-3.34,1.81,0.16
order,-0.58,1.79,1.44,-0.58,1.79,1.44
ostracize,-2.73,1.06,0.64,-2.73,1.06,0.64
outdo,0.71,1.80,1.33,0.71,1.80,1.33
outwit,1.24,1.93,0.94,1.24,1.93,0.94
overcharge,-2.66,0.89,0.33,-2.66,0.89,0.33
overlook,-1.89,0.56,-0.67,-1.89,0.56,-0.67
overwhelm,-1.10,1.62,1.73,-1.10,1.62,1.73
overwork,-2.22,1.32,1.25,-2.22,1.32,1.25
pacify,0.90,1.23,-0.69,0.90,1.23,-0.69
pamper,1.03,1.25,0.05,1.03,1.25,0.05
parody,-0.02,0.67,1.45,-0.02,0.67,1.45
patronize,-1.69,0.60,0.85,-1.69,0.60,0.85
pay,2.10,1.87,-0.03,2.10,1.87,-0.03
pay_for,2.26,1.76,0.15,2.26,1.76,0.15
peek_at,-1.39,-0.64,-0.99,-1.39,-0.64,-0.99
peep_at,-2.16,-1.00,-1.53,-2.16,-1.00,-1.53
penalize,-0.58,1.87,0.36,-0.58,1.87,0.36
persecute,-1.79,1.74,0.94,-1.79,1.74,0.94
persuade,0.77,1.91,0.60,0.77,1.91,0.60
pester,-2.16,0.29,1.76,-2.16,0.29,1.76
pet,0.27,0.23,-0.60,0.27,0.23,-0.60
photograph,1.19,1.04,-0.12,1.19,1.04,-0.12
pity,-0.51,-0.05,-1.15,-0.51,-0.05,-1.15
placate,0.68,0.92,-0.97,0.68,0.92,-0.97
play_with,2.60,1.64,1.72,2.60,1.64,1.72
please,2.36,1.74,0.30,2.36,1.74,0.30
plot_against,-2.41,1.08,-0.89,-2.41,1.08,-0.89
poison,-3.65,1.40,-0.88,-3.65,1.40,-0.88
pooh_pooh,-1.75,-0.29,0.43,-1.75,-0.29,0.43
praise,2.61,2.02,0.81,2.61,2.02,0.81
pray_for,3.03,2.27,-1.76,3.03,2.27,-1.76
pray_with,2.29,2.18,-1.38,2.29,2.18,-1.38
preach_to,0.30,1.12,1.57,0.30,1.12,1.57
prod,-0.90,0.21,0.65,-0.90,0.21,0.65
prompt,0.55,0.88,0.20,0.55,0.88,0.20
propose_marriage_to,2.95,3.08,1.13,2.95,3.08,1.13
prosecute,-0.43,2.66,1.21,-0.43,2.66,1.21
proselytize,-0.87,0.25,0.15,-0.87,0.25,0.15
protect,3.48,3.13,0.83,3.48,3.13,0.83
provoke,-1.78,1.07,1.61,-1.78,1.07,1.61
psychoanalyze,-0.01,1.33,-0.60,-0.01,1.33,-0.60
pull_away_from,-0.86,1.11,-0.58,-0.86,1.11,-0.58
punch,-2.63,1.54,2.44,-2.63,1.54,2.44
punish,-0.79,1.51,1.02,-0.79,1.51,1.02
pursue,1.31,1.47,1.11,1.31,1.47,1.11
push,-1.83,1.04,1.50,-1.83,1.04,1.50
quarrel_with,-1.67,0.42,1.72,-1.67,0.42,1.72
query,0.49,0.47,-0.09,0.49,0.47,-0.09
question,0.64,1.47,0.57,0.64,1.47,0.57
quibble_with,-0.94,-0.19,0.92,-0.94,-0.19,0.92
quiet,-0.44,1.34,-0.35,-0.44,1.34,-0.35
quiz,0.60,0.91,0.47,0.60,0.91,0.47
raise_the_pay_of,2.43,2.12,0.33,2.43,2.12,0.33
rant_at,-1.56,0.23,2.38,-1.56,0.23,2.38
rape,-4.19,0.52,1.49,-4.19,0.52,1.49
ravish,0.27,1.18,1.31,0.27,1.18,1.31
reason_with,2.78,2.22,-0.34,2.78,2.22,-0.34
reassure,2.85,2.15,-0.24,2.85,2.15,-0.24
rebel_against,-0.03,1.96,1.96,-0.03,1.96,1.96
rebuff,-0.52,0.99,0.74,-0.52,0.99,0.74
rebuke,-0.60,1.50,1.21,-0.60,1.50,1.21
reform,0.64,1.70,-0.26,0.64,1.70,-0.26
refuse,-0.56,1.41,0.53,-0.56,1.41,0.53
rehabilitate,3.01,2.62,-0.77,3.01,2.62,-0.77
reject,-1.34,1.31,0.37,-1.34,1.31,0.37
relish,0.92,0.82,0.42,0.92,0.82,0.42
remember,2.36,1.93,0.00,2.36,1.93,0.00
remind,1.80,1.43,0.32,1.80,1.43,0.32
renounce,-1.57,1.49,0.68,-1.57,1.49,0.68
repel,-1.55,1.61,0.69,-1.55,1.61,0.69
reply_to,2.39,1.47,0.74,2.39,1.47,0.74
reprimand,-0.35,1.73,1.03,-0.35,1.73,1.03
reproach,-0.68,0.69,0.62,-0.68,0.69,0.62
repulse,-2.40,0.86,0.58,-2.40,0.86,0.58
request_something_from,0.22,0.25,-0.39,0.22,0.25,-0.39
rescue,3.43,3.32,2.13,3.43,3.32,2.13
respect,3.35,2.46,-0.55,3.35,2.46,-0.55
restrain,-1.28,1.54,1.64,-1.28,1.54,1.64
retaliate_against,-1.15,1.10,1.69,-1.15,1.10,1.69
revere,1.71,1.32,-0.55,1.71,1.32,-0.55
reward,2.68,2.29,0.75,2.68,2.29,0.75
rib,-1.13,0.16,1.05,-1.13,0.16,1.05
ridicule,-3.06,-0.03,1.38,-3.06,-0.03,1.38
rob,-3.55,0.97,1.95,-3.55,0.97,1.95
rouse,0.63,1.14,1.35,0.63,1.14,1.35
save,3.59,3.44,1.79,3.59,3.44,1.79
say_farewell_to,-0.45,0.88,-0.91,-0.45,0.88,-0.91
scare,-1.40,1.19,1.74,-1.40,1.19,1.74
scheming,-2.14,0.91,-0.60,-2.14,0.91,-0.60
scoff_at,-1.99,-0.17,0.68,-1.99,-0.17,0.68
scold,-1.26,1.44,1.53,-1.26,1.44,1.53
scorn,-1.78,1.35,1.35,-1.78,1.35,1.35
scowl_at,-1.96,0.34,-0.18,-1.96,0.34,-0.18
scratch,-1.38,0.42,1.05,-1.38,0.42,1.05
scream_at,-2.28,1.46,3.33,-2.28,1.46,3.33
scrutinize,-1.63,0.03,0.41,-1.63,0.03,0.41
search,-0.24,0.81,0.69,-0.24,0.81,0.69
seduce,0.64,1.81,-0.27,0.64,1.81,-0.27
seek_advice_from,2.11,1.06,-0.34,2.11,1.06,-0.34
seize,-1.91,1.84,1.74,-1.91,1.84,1.74
sell_something_to,1.06,1.28,1.07,1.06,1.28,1.07
sentence,-0.25,2.67,0.24,-0.25,2.67,0.24
serenade,2.20,1.58,-0.09,2.20,1.58,-0.09
serve,1.68,1.01,-0.05,1.68,1.01,-0.05
sexually_arouse,2.19,2.37,1.01,2.19,2.37,1.01
sexually_proposition,-1.14,1.22,0.73,-1.14,1.22,0.73
shaft,-2.59,0.75,0.95,-2.59,0.75,0.95
shake_hands_with,2.14,1.73,0.38,2.14,1.73,0.38
shame,-2.67,0.94,0.51,-2.67,0.94,0.51
share_something_with,2.51,2.04,0.16,2.51,2.04,0.16
shield,2.34,2.85,1.26,2.34,2.85,1.26
shock,-0.64,1.39,1.88,-0.64,1.39,1.88
shoot,-3.57,1.67,2.90,-3.57,1.67,2.90
short_change,-2.43,-0.17,0.11,-2.43,-0.17,0.11
shout_at,-1.33,1.55,2.65,-1.33,1.55,2.65
shove,-2.56,1.13,1.79,-2.56,1.13,1.79
show_something_to,1.21,0.95,0.12,1.21,0.95,0.12
shun,-2.42,0.68,-0.31,-2.42,0.68,-0.31
shush,-0.96,0.63,0.52,-0.96,0.63,0.52
sicken,-2.78,1.07,0.17,-2.78,1.07,0.17
silence,-1.27,1.71,0.56,-1.27,1.71,0.56
sing_to,2.28,1.74,1.66,2.28,1.74,1.66
sit_next_to,1.19,0.55,-0.46,1.19,0.55,-0.46
slander,-3.29,0.75,1.45,-3.29,0.75,1.45
slap,-2.49,1.12,2.30,-2.49,1.12,2.30
slay,-3.24,1.95,1.35,-3.24,1.95,1.35
sleep_with,1.15,2.21,1.25,1.15,2.21,1.25
slug,-2.72,1.06,1.45,-2.72,1.06,1.45
smile_at,3.17,2.62,-0.22,3.17,2.62,-0.22
smirk_at,-0.59,0.43,-0.48,-0.59,0.43,-0.48
smother,-1.99,0.84,0.39,-1.99,0.84,0.39
snarl_at,-2.50,0.30,1.39,-2.50,0.30,1.39
sneer_at,-2.04,-0.26,0.09,-2.04,-0.26,0.09
snub,-1.87,0.24,-0.05,-1.87,0.24,-0.05
snuggle,2.87,1.37,-1.93,2.87,1.37,-1.93
sock,-2.56,1.24,2.46,-2.56,1.24,2.46
someone_is,0.14,-0.42,-1.48,0.14,-0.42,-1.48
soothe,2.92,2.11,-1.64,2.92,2.11,-1.64
speak_to,2.31,1.52,1.69,2.31,1.52,1.69
spoil,-0.72,1.15,1.02,-0.72,1.15,1.02
spurn,-1.48,0.00,0.94,-1.48,0.00,0.94
stab,-3.69,2.01,2.23,-3.69,2.01,2.23
stall,-0.89,0.15,-0.18,-0.89,0.15,-0.18
stammer_at,-0.92,-0.66,0.59,-0.92,-0.66,0.59
stare_at,-0.82,0.38,-1.59,-0.82,0.38,-1.59
stare_down,-1.41,1.41,-1.36,-1.41,1.41,-1.36
startle,-0.89,0.96,2.09,-0.89,0.96,2.09
steal_from,-3.50,0.78,0.20,-3.50,0.78,0.20
stop,0.24,1.74,1.10,0.24,1.74,1.10
strangle,-3.97,2.26,0.45,-3.97,2.26,0.45
strip,-1.47,1.33,0.91,-1.47,1.33,0.91
stroke,1.38,0.76,-0.94,1.38,0.76,-0.94
study,0.84,0.82,-1.26,0.84,0.82,-1.26
stun,-0.26,1.87,1.77,-0.26,1.87,1.77
stymie,-0.63,0.63,0.26,-0.63,0.63,0.26
subdue,-0.65,1.63,0.76,-0.65,1.63,0.76
submit_to,-1.40,-1.48,-1.18,-1.40,-1.48,-1.18
suck_up_to,-1.55,-1.37,0.35,-1.55,-1.37,0.35
sue,-1.08,1.59,0.84,-1.08,1.59,0.84
suggest_something_to,1.18,1.34,0.50,1.18,1.34,0.50
summon,0.02,1.81,0.61,0.02,1.81,0.61
supervise,1.12,2.23,-0.27,1.12,2.23,-0.27
support,3.06,2.75,0.32,3.06,2.75,0.32
surprise,1.82,1.89,1.88,1.82,1.89,1.88
suspect,-0.81,0.60,-0.55,-0.81,0.60,-0.55
sweet_talk,0.77,1.87,0.55,0.77,1.87,0.55
swindle,-2.48,0.55,0.75,-2.48,0.55,0.75
sympathize_with,2.63,1.99,-0.54,2.63,1.99,-0.54
tackle,-0.66,2.34,2.86,-0.66,2.34,2.86
talk_down_to,-2.97,-0.53,1.17,-2.97,-0.53,1.17
talk_to,2.26,1.80,0.90,2.26,1.80,0.90
tantalize,-1.11,0.56,0.53,-1.11,0.56,0.53
taunt,-2.49,0.26,1.43,-2.49,0.26,1.43
teach,2.97,2.91,0.30,2.97,2.91,0.30
tease,-2.08,0.29,1.40,-2.08,0.29,1.40
tell_off,-1.11,1.31,2.05,-1.11,1.31,2.05
tempt,-1.42,0.85,-0.08,-1.42,0.85,-0.08
terrorize,-3.71,1.96,1.63,-3.71,1.96,1.63
test,0.28,1.36,0.12,0.28,1.36,0.12
thank,3.35,2.73,0.09,3.35,2.73,0.09
threaten,-3.25,1.56,1.85,-3.25,1.56,1.85
thrill,2.57,2.16,2.86,2.57,2.16,2.86
tickle,1.06,1.40,2.37,1.06,1.40,2.37
tip,3.02,2.05,-0.22,3.02,2.05,-0.22
titillate,0.88,1.40,1.46,0.88,1.40,1.46
toast,1.99,1.58,1.67,1.99,1.58,1.67
torment,-3.32,1.34,0.60,-3.32,1.34,0.60
torture,-3.80,1.62,0.92,-3.80,1.62,0.92
touch,1.12,1.48,-0.41,1.12,1.48,-0.41
train,2.05,2.17,0.41,2.05,2.17,0.41
transact_business_with,1.44,1.52,0.57,1.44,1.52,0.57
trap,-2.76,1.34,0.85,-2.76,1.34,0.85
treat,2.77,2.05,0.56,2.77,2.05,0.56
trick,-1.93,0.70,0.19,-1.93,0.70,0.19
trust,3.34,3.04,-0.06,3.34,3.04,-0.06
turn_to,1.91,1.14,-0.17,1.91,1.14,-0.17
underestimate,-1.87,-0.78,-0.59,-1.87,-0.78,-0.59
undermine,-2.27,-0.21,-0.25,-2.27,-0.21,-0.25
underpay,-2.96,0.50,-0.80,-2.96,0.50,-0.80
underrate,-1.92,0.20,-0.21,-1.92,0.20,-0.21
understand,3.22,2.74,-0.43,3.22,2.74,-0.43
undress,1.11,1.91,0.04,1.11,1.91,0.04
unfriend,-1.56,1.16,-0.36,-1.56,1.16,-0.36
unnerve,-1.26,1.52,0.50,-1.26,1.52,0.50
uplift,3.41,3.01,0.87,3.41,3.01,0.87
upset,-2.56,1.12,0.89,-2.56,1.12,0.89
upstage,-1.19,1.35,2.16,-1.19,1.35,2.16
urge,0.61,1.53,1.38,0.61,1.53,1.38
use,-2.67,0.45,-0.47,-2.67,0.45,-0.47
value,2.97,2.40,-0.26,2.97,2.40,-0.26
vex,-1.69,1.12,0.53,-1.69,1.12,0.53
victimize,-3.25,0.82,0.93,-3.25,0.82,0.93
visit,2.59,1.31,0.14,2.59,1.31,0.14
wait_on,0.65,-0.71,-1.79,0.65,-0.71,-1.79
walk_out_on,-2.44,1.34,0.71,-2.44,1.34,0.71
warn,2.26,1.91,1.11,2.26,1.91,1.11
wash,1.34,1.16,-0.32,1.34,1.16,-0.32
watch,0.28,0.54,-1.47,0.28,0.54,-1.47
wed,2.94,2.90,0.73,2.94,2.90,0.73
welcome,3.13,2.20,1.22,3.13,2.20,1.22
wheedle,-1.18,0.57,0.10,-1.18,0.57,0.10
whine_to,-2.01,-1.37,1.40,-2.01,-1.37,1.40
whip,-3.35,2.23,2.48,-3.35,2.23,2.48
whisper_to,0.44,0.12,-2.45,0.44,0.12,-2.45
wink_at,1.41,1.01,-0.03,1.41,1.01,-0.03
work,0.35,1.68,0.94,0.35,1.68,0.94
worship,0.19,0.73,0.29,0.19,0.73,0.29
wrestle_with,-0.18,1.32,2.42,-0.18,1.32,2.42
wrong,-2.92,0.90,0.32,-2.92,0.90,0.32
yell_at,-1.81,1.28,2.82,-1.81,1.28,2.82
yield_to,0.16,-0.70,-1.11,0.16,-0.70,-1.11
