UserID,Condition,Gender,age,grade,race1,race2,momed,daded,momemp,dademp,home,home2,relimp,term_ID,E,P,A
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_hostile,-.10019,-.19994999,-1.90017
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_surprised,1.00018,2.3998301,2.89992
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_unimaginative,1.90017,1.99993,1.99993
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_rookie_cop,1.99993,1.0999399,1.0999399
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_apprehensive,-.89999002,0,1.20013
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_overcharge,-3.0001099,-2.30007,-2.3998301
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_reply_to,3.09987,1.99993,2.60021
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_roommate,1.79998,.89999002,1.79998
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_jittery,-1.00018,-1.00018,-.10019
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_brutalize,-2.89992,-2.1001201,3.09987
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_unmotivated,-3.0001099,-2.1001201,-2.69997
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_malcontent,-1.00018,-1.20013,-.10019
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_advise,3.09987,2.30007,2.1998799
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_phobic,,,
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_grouch,,,
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_intimidated,-1.90017,-1.00018,1.90017
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_co_worker,3.0001099,2.1001201,2.1998799
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_stoned,-2.1998799,-3.0001099,2.8001599
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_authority,1.99993,1.99993,3.0001099
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_discreet,1.99993,1.00018,3.2998199
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_dependent,2.60021,2.60021,2.3998301
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_pooh_pooh,,,
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_exhibit,-2.8001599,2.1001201,1.99993
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_nursing_assistant,.10019,.10019,-1.79998
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_shop_clerk,1.29989,1.20013,2.1001201
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_thoughtful,1.99993,2.1001201,-.89999002
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_tip,2.8001599,3.0001099,3.70015
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_gal,2.1001201,1.00018,2.1001201
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_hotshot,-3.0001099,1.99993,2.1001201
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_vigilante,1.90017,1.0999399,1.90017
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_fool,-2.1998799,-2.30007,-2.3998301
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_nephew,3.2000599,2.1001201,1.90017
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_Army_enlistee,3.0001099,1.99993,2.89992
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_nudge,-.89999002,.89999002,.89999002
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_inconsiderate,2.89992,1.90017,2.1001201
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_slack,-2.1001201,-1.99993,2.30007
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_slave,-3.2998199,-2.60021,-2.1001201
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_groom,1.99993,.89999002,-1.00018
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_calm,1.0999399,-3.0001099,3.0001099
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_optimistic,2.1001201,1.90017,2.1998799
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_helpful,3.09987,2.1998799,2.30007
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_widowed,-1.90017,-2.89992,-1.90017
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_drunkard,,,
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_believe,,,
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_attend_to,2.3998301,2.3998301,2.1001201
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_vex,,,
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_father_in_law,1.90017,1.90017,-2.30007
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_undergraduate,1.00018,-.10019,1.00018
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_irritating,-1.90017,-2.1001201,2.30007
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_handcuff,-1.0999399,1.0999399,1.29989
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_benefactor,2.3998301,3.0001099,1.90017
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_disreputable,-1.90017,-1.99993,-1.0999399
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_ask,1.99993,.10019,-3.0001099
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_depress,-2.1001201,-2.1998799,1.99993
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_monitor,1.0999399,-.10019,2.1998799
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_bank_manager,0,1.99993,2.1001201
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_condemn,-3.2000599,-2.1001201,-2.30007
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_wise,2.89992,3.0001099,2.1001201
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_bridegroom,1.99993,0,2.1001201
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_chide,,,
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_horse_around_with,-3.0001099,-3.0001099,1.99993
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_threaten,-3.2000599,-3.2998199,2.30007
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_freakout,-2.1001201,-2.1998799,2.1001201
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_rake,1.99993,-1.99993,1.99993
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_sock,-2.89992,-1.99993,-2.50002
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_Asian_woman,2.1998799,1.90017,2.60021
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_lift,2.89992,2.1001201,2.1001201
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_unemployed_person,-1.00018,-1.90017,0
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_disconcerted,-2.1001201,-1.0999399,1.99993
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_overwhelmed,-1.00018,-1.0999399,1.69979
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_practical,1.00018,.89999002,1.79998
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_bankrupt,-3.09987,1.99993,1.99993
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_mother_in_law,-.89999002,1.0999399,.89999002
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_relish,2.60021,2.89992,2.1001201
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_have_sex_with,1.90017,1.0999399,1.99993
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,i_black_man,1.90017,2.1001201,-1.90017
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,b_bait,-.10019,-1.99993,3.0001099
DComm101,3,Male,40 to 49,Not a student,Black or African-American,No additional race information to report,Did not graduate High school,Did not graduate High school,Other,Deceased,No,No,Pretty Important,m_dishonest,-2.69997,-2.1001201,1.90017
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,b_persuade,2.89992,3.99986,-.10019
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,i_pornographer,.59985,1.49984,.50009
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,i_editor,2.1998799,2.89992,-1.00018
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,i_puritan,2.89992,2.50002,-2.50002
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,i_supervisor,3.09987,3.09987,-1.40008
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,m_religious,3.70015,3.5999601,-.89999002
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,b_compete_with,3.2998199,3.0001099,2.60021
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,i_casual_laborer,1.29989,2.8001599,.89999002
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,m_intelligent,4.3000002,4.3000002,0
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,m_persecuted,-3.09987,1.99993,-1.00018
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,b_kiss,2.1001201,1.49984,-1.99993
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,m_tense,-.19994999,1.29989,-.50009
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,i_probationer,1.90017,2.8001599,-1.40008
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,m_easygoing,4.3000002,4.3000002,0
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,b_betray,-4.3000002,.89999002,-.70003998
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,b_reform,1.40008,2.1001201,-1.20013
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,i_stranger,-.19994999,-1.0999399,-.89999002
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,i_electrical_linesman,2.1001201,2.3998301,-1.0999399
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,i_fundamentalist,3.09987,1.99993,1.90017
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,b_allow,2.1001201,2.1001201,-1.00018
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,b_liberate,4.3000002,4.3000002,1.6000299
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,b_haze,-.10019,2.1998799,2.8001599
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,i_governor,2.1001201,2.60021,.19994999
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,i_outlaw,-1.29989,1.0999399,.89999002
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,b_disenchant,-1.40008,1.79998,0
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,m_diffident,.19994999,0,-.79979998
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,m_gentle,1.79998,3.0001099,-1.6000299
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,b_rebel_against,1.69979,1.40008,1.6000299
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,m_self_satisfied,4.3000002,4.3000002,1.29989
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,i_republican,-1.79998,1.00018,1.79998
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,b_bless,4.3000002,4.3000002,-1.49984
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,i_physician,3.5002,3.5002,-1.29989
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,i_paranoid,-1.99993,.89999002,1.6000299
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,m_distrustful,-3.4000101,1.99993,-.89999002
DComm104,18,Male,22 to 24,Not a student,Black or African-American,Black or African-American,Bachelor's degree,Some college or vocational school,Working full-time for pay (30 or more hours per week,Working full-time for pay (30 or more hours per week,No,No,Very Important,m_arrogant,.59985,1.79998,2.89992
