term,E,P,A,E2,P2,A2
independent,1.75,1.72,-0.23,1.75,1.72,-0.23
industrious,2.50,2.36,-0.78,2.50,2.36,-0.78
infatuated,-0.10,-0.13,0.56,-0.10,-0.13,0.56
insecure,-2.37,-1.80,0.66,-2.37,-1.80,0.66
insensitive,-2.54,-1.23,0.75,-2.54,-1.23,0.75
insincere,-2.95,-1.36,1.36,-2.95,-1.36,1.36
intelligent,3.02,2.60,0.05,3.02,2.60,0.05
intolerant,-1.81,-1.17,1.10,-1.81,-1.17,1.10
introspective,0.34,0.35,-0.29,0.34,0.35,-0.29
introverted,-1.50,-1.11,-0.63,-1.50,-1.11,-0.63
irritable,-1.77,-0.49,1.35,-1.77,-0.49,1.35
jealous,-0.14,-0.04,1.26,-0.14,-0.04,1.26
joyless,-1.69,0.04,0.42,-1.69,0.04,0.42
joyous,2.76,2.36,0.40,2.76,2.36,0.40
jubilant,2.71,2.09,-0.01,2.71,2.09,-0.01
kind,2.39,1.80,-1.03,2.39,1.80,-1.03
lazy,-2.30,-1.71,0.28,-2.30,-1.71,0.28
lonely,-1.86,-0.84,0.55,-1.86,-0.84,0.55
lonesome,-1.88,0.01,0.52,-1.88,0.01,0.52
lovesick,1.42,1.09,-0.26,1.42,1.09,-0.26
lustful,-0.44,-0.36,0.72,-0.44,-0.36,0.72
mad,0.01,0.41,1.30,0.01,0.41,1.30
male,1.32,1.47,-0.10,1.32,1.47,-0.10
masculine,1.36,1.38,0.28,1.36,1.38,0.28
mature,2.50,2.14,-0.22,2.50,2.14,-0.22
mean,-0.38,-0.58,0.64,-0.38,-0.58,0.64
meek,2.54,1.88,-1.27,2.54,1.88,-1.27
melancholy,-2.43,-1.23,0.50,-2.43,-1.23,0.50
merry,2.58,2.13,-0.08,2.58,2.13,-0.08
middle_aged,-0.46,-0.86,-0.61,-0.46,-0.86,-0.61
mischievous,-2.34,-1.79,2.27,-2.34,-1.79,2.27
miserable,-2.48,-0.84,0.85,-2.48,-0.84,0.85
modest,2.67,1.61,-1.28,2.67,1.61,-1.28
moved,2.47,1.79,-0.01,2.47,1.79,-0.01
naive,-2.21,-1.32,0.36,-2.21,-1.32,0.36
narrowminded,-1.53,-0.90,1.19,-1.53,-0.90,1.19
obedient,1.94,1.13,-0.49,1.94,1.13,-0.49
old,0.90,-0.16,-0.97,0.90,-0.16,-0.97
open_minded,2.27,2.31,-0.34,2.27,2.31,-0.34
oppressive,-2.87,-1.17,1.38,-2.87,-1.17,1.38
optimistic,2.71,2.19,-0.52,2.71,2.19,-0.52
outraged,-1.93,-0.81,1.64,-1.93,-0.81,1.64
overjoyed,2.78,2.25,0.37,2.78,2.25,0.37
overwhelmed,-1.41,-0.39,0.63,-1.41,-0.39,0.63
passionate,2.48,2.14,-0.16,2.48,2.14,-0.16
peaceful,1.10,0.92,-0.67,1.10,0.92,-0.67
perceptive,2.17,1.94,-0.18,2.17,1.94,-0.18
persistent,1.81,1.63,0.06,1.81,1.63,0.06
petrified,-1.23,-0.23,0.82,-1.23,-0.23,0.82
petty,-2.29,-1.70,0.89,-2.29,-1.70,0.89
playful,1.88,1.35,0.90,1.88,1.35,0.90
polite,2.85,2.15,-0.87,2.85,2.15,-0.87
pompous,-2.71,-1.29,0.96,-2.71,-1.29,0.96
poor,-0.47,0.25,-0.18,-0.47,0.25,-0.18
popular,3.08,2.82,-0.54,3.08,2.82,-0.54
prejudiced,-0.48,0.05,0.61,-0.48,0.05,0.61
proud,2.12,2.05,-0.17,2.12,2.05,-0.17
quarrelsome,-1.52,-0.52,1.76,-1.52,-0.52,1.76
raunchy,-2.65,-1.04,1.56,-2.65,-1.04,1.56
rebellious,-1.28,-0.21,1.32,-1.28,-0.21,1.32
reckless,-1.67,-0.79,1.35,-1.67,-0.79,1.35
regretful,0.08,0.94,0.28,0.08,0.94,0.28
relaxed,1.98,1.30,-1.36,1.98,1.30,-1.36
remorseful,-0.72,0.06,0.92,-0.72,0.06,0.92
repentant,-0.32,0.66,0.23,-0.32,0.66,0.23
resentful,-1.24,-0.43,0.50,-1.24,-0.43,0.50
responsible,2.86,2.74,-0.32,2.86,2.74,-0.32
rich,1.77,1.65,-0.04,1.77,1.65,-0.04
rude,-2.37,-1.54,1.71,-2.37,-1.54,1.71
ruthless,-1.66,-0.14,1.40,-1.66,-0.14,1.40
sad,-0.74,0.14,0.37,-0.74,0.14,0.37
sadistic,-2.95,-1.17,1.88,-2.95,-1.17,1.88
saintly,1.21,0.85,-0.71,1.21,0.85,-0.71
sarcastic,-1.76,-0.99,0.87,-1.76,-0.99,0.87
satisfied,2.90,2.17,-0.99,2.90,2.17,-0.99
self_denying,-1.48,-1.46,1.11,-1.48,-1.46,1.11
self_pitying,0.23,-0.10,-0.16,0.23,-0.10,-0.16
self_righteous,-0.78,-0.67,0.32,-0.78,-0.67,0.32
self_satisfied,2.29,2.04,-0.17,2.29,2.04,-0.17
selfish,-2.30,-1.48,1.25,-2.30,-1.48,1.25
sensitive,1.72,0.99,-0.93,1.72,0.99,-0.93
sentimental,1.92,1.56,-1.21,1.92,1.56,-1.21
serene,2.30,1.83,-0.73,2.30,1.83,-0.73
shrewd,1.90,1.22,0.08,1.90,1.22,0.08
shy,0.96,0.19,-0.62,0.96,0.19,-0.62
sly,-1.74,-0.84,0.51,-1.74,-0.84,0.51
smug,-0.50,-0.32,0.82,-0.50,-0.32,0.82
soft_spoken,1.04,0.45,-1.10,1.04,0.45,-1.10
sorry,1.13,0.98,0.00,1.13,0.98,0.00
spiteful,-2.41,-1.31,1.08,-2.41,-1.31,1.08
stingy,-2.68,-1.50,0.44,-2.68,-1.50,0.44
strict,1.52,1.32,-0.32,1.52,1.32,-0.32
stubborn,-0.72,-0.11,1.26,-0.72,-0.11,1.26
stupid,-2.48,-1.27,0.88,-2.48,-1.27,0.88
submissive,-1.33,-0.97,0.32,-1.33,-0.97,0.32
suicidal,-2.06,-1.45,1.67,-2.06,-1.45,1.67
suspicious,-2.39,-1.24,1.70,-2.39,-1.24,1.70
sympathetic,2.17,1.26,-0.44,2.17,1.26,-0.44
tactful,2.80,2.14,-1.28,2.80,2.14,-1.28
temperamental,-0.59,0.09,0.79,-0.59,0.09,0.79
terrified,-2.87,-0.71,1.81,-2.87,-0.71,1.81
thankful,1.44,1.31,-0.16,1.44,1.31,-0.16
thoughtless,-2.40,-1.07,1.40,-2.40,-1.07,1.40
tolerant,2.51,2.55,-1.12,2.51,2.55,-1.12
touched,0.87,0.66,0.06,0.87,0.66,0.06
unadventurous,-0.20,-1.06,-0.70,-0.20,-1.06,-0.70
unambitious,-2.22,-1.73,0.55,-2.22,-1.73,0.55
uncomfortable,-1.74,-0.53,0.76,-1.74,-0.53,0.76
uneasy,-1.70,-0.43,1.08,-1.70,-0.43,1.08
unfriendly,-2.15,-1.32,1.27,-2.15,-1.32,1.27
unhappy,-1.70,-0.87,0.49,-1.70,-0.87,0.49
unimaginative,-1.16,-0.97,-0.24,-1.16,-0.97,-0.24
unpopular,-2.16,-1.15,1.19,-2.16,-1.15,1.19
unreliable,-2.70,-1.56,1.07,-2.70,-1.56,1.07
vain,-1.97,-1.03,1.50,-1.97,-1.03,1.50
vengeful,-1.86,-0.79,1.62,-1.86,-0.79,1.62
violent,-2.06,-0.62,1.54,-2.06,-0.62,1.54
virtuous,2.52,2.15,-1.10,2.52,2.15,-1.10
warm,2.23,1.46,-1.04,2.23,1.46,-1.04
wise,2.80,2.35,-1.29,2.80,2.35,-1.29
withdrawn,-1.30,-0.97,-0.46,-1.30,-0.97,-0.46
worried,-1.69,-0.30,1.00,-1.69,-0.30,1.00
young,1.49,0.26,-0.17,1.49,0.26,-0.17
